name,dex,gen,region,type1,type2,color_primary,color_secondary,abilities,genus,shape,habitat,evo,family,stage,gender,legendary,mythical,baby,hp,attack,defense,sp_attack,sp_defense,speed,weight_kg,height_m,egg_groups,stat_standouts,arch,sprite,moves,lore,mythology,location,trainer,role,other,well_known
Hitmonchan,107,1,Kanto,fighting,,brown,,"Keen Eye, Iron Fist, Inner Focus",Punching Pokémon,humanoid,urban,level,Tyrogue,1,male-only,False,False,False,50,105,79,35,110,76,50.2,1.4,humanshape,,,"gloves, punch",,"boxer, siblings, wields",,,,,,1
Lickitung,108,1,Kanto,normal,,pink,,"Own Tempo, Oblivious, Cloud Nine",Licking Pokémon,upright,grassland,none,Lickitung,0,both,False,False,False,90,55,75,60,75,30,65.5,1.2,monster,,,"tongue, lick",,,,,,,,1
Koffing,109,1,Kanto,poison,,purple,,"Levitate, Neutralizing Gas, Stench",Poison Gas Pokémon,ball,urban,none,Koffing,0,both,False,False,False,40,65,95,60,45,35,1.0,0.6,indeterminate,light,,"gas, skull-face, float",,,,,,,,1
Weezing,110,1,Kanto,poison,,purple,,"Levitate, Neutralizing Gas, Stench",Poison Gas Pokémon,heads,urban,level,Koffing,1,both,False,False,False,65,90,120,85,70,60,9.5,1.2,indeterminate,tanky,,"twin, gas, smog",,,,,,,,1
Rhyhorn,111,1,Kanto,ground,rock,gray,,"Lightning Rod, Rock Head, Reckless",Spikes Pokémon,quadruped,rough-terrain,none,Rhyhorn,0,both,False,False,False,80,85,95,30,30,25,115.0,1.0,"monster, ground",,"pachyderm, rhino","horn, hide",,,,,,,,0
Rhydon,112,1,Kanto,ground,rock,gray,,"Lightning Rod, Rock Head, Reckless",Drill Pokémon,upright,rough-terrain,level,Rhyhorn,1,both,False,False,False,105,130,120,45,45,40,120.0,1.9,"monster, ground","atk, tanky","pachyderm, rhino","drill-horn, hide",earthquake,,,,,,,1
Chansey,113,1,Kanto,normal,,pink,,"Natural Cure, Serene Grace, Healer",Egg Pokémon,upright,urban,level,Happiny,1,female-only,False,False,False,250,5,5,35,105,50,34.6,1.1,fairy,,,"egg, belly-egg",,nurse,,,,,,1
Tangela,114,1,Kanto,grass,,blue,,"Chlorophyll, Leaf Guard, Regenerator",Vine Pokémon,legs,grassland,none,Tangela,0,both,False,False,False,65,55,115,100,40,60,35.0,1.0,plant,tanky,,"vines, tangle",,,,,,,,0
Kangaskhan,115,1,Kanto,normal,,brown,,"Early Bird, Scrappy, Inner Focus",Parent Pokémon,upright,grassland,none,Kangaskhan,0,female-only,False,False,False,105,95,80,40,80,90,80.0,2.2,monster,,"marsupial, kangaroo",pouch,,,,,,"baby, mega",,1
Horsea,116,1,Kanto,water,,blue,,"Swift Swim, Sniper, Damp",Dragon Pokémon,blob,sea,none,Horsea,0,both,False,False,False,30,40,70,70,25,60,8.0,0.4,"water1, dragon",,"fish, seahorse","snout, fins",,,,,,,,0
Seadra,117,1,Kanto,water,,blue,,"Poison Point, Sniper, Damp",Dragon Pokémon,blob,sea,level,Horsea,1,both,False,False,False,55,65,95,95,45,85,25.0,1.2,"water1, dragon",,"fish, seahorse","spines, fins",,,,,,,,0
Goldeen,118,1,Kanto,water,,red,,"Swift Swim, Water Veil, Lightning Rod",Goldfish Pokémon,fish,waters-edge,none,Goldeen,0,both,False,False,False,45,67,60,35,50,63,15.0,0.6,water2,,fish,"horn, fins, goldfish",,,,,,,,0
Seaking,119,1,Kanto,water,,red,,"Swift Swim, Water Veil, Lightning Rod",Goldfish Pokémon,fish,waters-edge,level,Goldeen,1,both,False,False,False,80,92,65,65,80,68,39.0,1.3,water2,,fish,"horn, fins, goldfish",,,,,,,,0
Staryu,120,1,Kanto,water,,brown,,"Illuminate, Natural Cure, Analytic",Star Shape Pokémon,blob,sea,none,Staryu,0,genderless,False,False,False,30,45,55,70,55,85,34.5,0.8,water3,,"echinoderm, starfish","star, core-gem",,,,,,,,1
Starmie,121,1,Kanto,water,psychic,purple,,"Illuminate, Natural Cure, Analytic",Mysterious Pokémon,blob,sea,stone,Staryu,1,genderless,False,False,False,60,75,85,100,85,115,80.0,1.1,water3,fast,"echinoderm, starfish","star, core-gem, spin",,,,,,,,1
Mr. Mime,122,1,Kanto,psychic,fairy,pink,,"Soundproof, Filter, Technician",Barrier Pokémon,humanoid,urban,level,Mime Jr.,1,both,False,False,False,40,45,65,100,120,90,54.5,1.3,humanshape,,,"mime, barrier, panes",,,,,,,,1
Scyther,123,1,Kanto,bug,flying,green,,"Swarm, Technician, Steadfast",Mantis Pokémon,bug-wings,grassland,none,Scyther,0,both,False,False,False,70,110,80,55,80,105,56.0,1.5,bug,fast,"insect, mantis","scythes, blades, wings",,,,,,,,1
Jynx,124,1,Kanto,ice,psychic,red,,"Oblivious, Forewarn, Dry Skin",Human Shape Pokémon,humanoid,urban,level,Smoochum,1,female-only,False,False,False,65,50,35,115,95,95,40.6,1.4,humanshape,,,"lips, gown",,opera,,,,,,1
Electabuzz,125,1,Kanto,electric,,yellow,,"Static, Vital Spirit",Electric Pokémon,upright,grassland,level,Elekid,1,both,False,False,False,65,83,57,95,85,105,30.0,1.1,humanshape,fast,,stripes,,rivals,,,,,,1
Magmar,126,1,Kanto,fire,,red,,"Flame Body, Vital Spirit",Spitfire Pokémon,upright,mountain,level,Magby,1,both,False,False,False,65,95,57,100,85,93,44.5,1.3,humanshape,,,"duckbill, flame",,rivals,,,,,,1
Pinsir,127,1,Kanto,bug,,brown,,"Hyper Cutter, Mold Breaker, Moxie",Stag Beetle Pokémon,humanoid,forest,none,Pinsir,0,both,False,False,False,65,125,100,55,70,85,55.0,1.5,bug,atk,"insect, beetle","pincers, horns, stag-beetle",,,,,,mega,,1
Tauros,128,1,Kanto,normal,,brown,,"Intimidate, Anger Point, Sheer Force",Wild Bull Pokémon,quadruped,grassland,none,Tauros,0,male-only,False,False,False,75,100,95,40,70,110,88.4,1.4,ground,fast,"bovine, bull","three-tails, horns, safari",,,,,,,,1
Magikarp,129,1,Kanto,water,,red,,"Swift Swim, Rattled",Fish Pokémon,fish,waters-edge,none,Magikarp,0,both,False,False,False,20,10,55,15,20,80,10.0,0.9,"water2, dragon",,"fish, carp",whiskers,,"splash, useless",,,,,,1
Gyarados,130,1,Kanto,water,flying,blue,,"Intimidate, Moxie",Atrocious Pokémon,squiggle,waters-edge,level,Magikarp,1,both,False,False,False,95,125,79,60,100,81,235.0,6.5,"water2, dragon",atk,"serpent, dragon","serpent, fangs",hyper-beam,,,,,mega,,1
Lapras,131,1,Kanto,water,ice,blue,,"Water Absorb, Shell Armor, Hydration",Transport Pokémon,fish,sea,none,Lapras,0,both,False,False,False,130,85,80,85,95,60,220.0,2.5,"monster, water1",,plesiosaur,"shell-back, ferry",,,nessie,,,gmax,,1
Ditto,132,1,Kanto,normal,,purple,,"Limber, Imposter",Transform Pokémon,ball,urban,none,Ditto,0,genderless,False,False,False,48,48,48,48,48,48,4.0,0.3,ditto,,,blob,,"transform, imposter, clone",,,,,,1
Eevee,133,1,Kanto,normal,,brown,,"Run Away, Adaptability, Anticipation",Evolution Pokémon,quadruped,urban,none,Eevee,0,both,False,False,False,55,55,50,45,65,55,6.5,0.3,ground,,mammal,"fluffy, evolution-mythos",,,,,,"eeveelution, gmax",,1
Vaporeon,134,1,Kanto,water,,blue,,"Water Absorb, Hydration",Bubble Jet Pokémon,quadruped,urban,stone,Eevee,1,both,False,False,False,130,65,60,110,95,65,29.0,1.0,ground,,mermaid,"fins, stone",,,,,,eeveelution,,1
Jolteon,135,1,Kanto,electric,,yellow,,"Volt Absorb, Quick Feet",Lightning Pokémon,quadruped,urban,stone,Eevee,1,both,False,False,False,65,65,60,110,95,130,24.5,0.8,ground,fast,,"spiky, stone",,,,,,eeveelution,,1
Flareon,136,1,Kanto,fire,,red,,"Flash Fire, Guts",Flame Pokémon,quadruped,urban,stone,Eevee,1,both,False,False,False,65,130,60,95,110,65,25.0,0.9,ground,atk,,"fluff, stone",,,,,,eeveelution,,1
Porygon,137,1,Kanto,normal,,pink,,"Trace, Download, Analytic",Virtual Pokémon,legs,urban,none,Porygon,0,genderless,False,False,False,65,60,70,85,75,40,36.5,0.8,mineral,,,"polygon, digital, pixel, trade-item",,,,,,,,1
Omanyte,138,1,Kanto,rock,water,blue,,"Swift Swim, Shell Armor, Weak Armor",Spiral Pokémon,tentacles,sea,none,Omanyte,0,both,False,False,False,35,40,100,90,55,35,7.5,0.4,"water1, water3",,"mollusc, ammonite","spiral-shell, tentacles",,,,,,fossil,,1
Omastar,139,1,Kanto,rock,water,blue,,"Swift Swim, Shell Armor, Weak Armor",Spiral Pokémon,tentacles,sea,level,Omanyte,1,both,False,False,False,70,60,125,115,70,55,35.0,1.0,"water1, water3",tanky,"mollusc, ammonite, cephalopod","spiral, spikes",,,,,,fossil,,1
Kabuto,140,1,Kanto,rock,water,brown,,"Swift Swim, Battle Armor, Weak Armor",Shellfish Pokémon,armor,sea,none,Kabuto,0,both,False,False,False,30,80,90,55,45,55,11.5,0.5,"water1, water3",,"arthropod, trilobite","dome, horseshoe-crab",,,,,,fossil,,1
Kabutops,141,1,Kanto,rock,water,brown,,"Swift Swim, Battle Armor, Weak Armor",Shellfish Pokémon,upright,sea,level,Kabuto,1,both,False,False,False,60,115,105,65,70,80,40.5,1.3,"water1, water3",,"arthropod, trilobite","scythe-arms, blades",,,,,,fossil,,1
Aerodactyl,142,1,Kanto,rock,flying,purple,,"Rock Head, Pressure, Unnerve",Fossil Pokémon,wings,mountain,none,Aerodactyl,0,both,False,False,False,80,105,65,60,75,130,59.0,1.8,flying,fast,"pterosaur, raptor","wings, fangs",,,,,,"fossil, mega",,1
Snorlax,143,1,Kanto,normal,,black,,"Immunity, Thick Fat, Gluttony",Sleeping Pokémon,humanoid,mountain,friendship,Munchlax,1,both,False,False,False,160,110,65,65,110,30,460.0,2.1,monster,heavy,bear,"belly, heavy",,sleep,,,,gmax,,1
Articuno,144,1,Kanto,ice,flying,blue,,"Pressure, Snow Cloak",Freeze Pokémon,wings,rare,none,Articuno,0,genderless,True,False,False,90,85,100,95,125,85,55.4,1.7,no-eggs,,bird,"ice-crest, wings, bird-trio",,,,,,legendary,,1
Zapdos,145,1,Kanto,electric,flying,yellow,,"Pressure, Static",Electric Pokémon,wings,rare,none,Zapdos,0,genderless,True,False,False,90,90,85,125,90,100,52.6,1.6,no-eggs,"fast, spatk",bird,"spiky, wings, bird-trio",,,,,,legendary,,1
Moltres,146,1,Kanto,fire,flying,yellow,,"Pressure, Flame Body",Flame Pokémon,wings,rare,none,Moltres,0,genderless,True,False,False,90,100,90,125,85,90,60.0,2.0,no-eggs,spatk,"bird, phoenix","flame-wings, bird-trio",,,phoenix,,,legendary,,1
Dratini,147,1,Kanto,dragon,,blue,,"Shed Skin, Marvel Scale",Dragon Pokémon,squiggle,waters-edge,none,Dratini,0,both,False,False,False,41,64,45,50,50,50,3.3,1.8,"water1, dragon",,"serpent, dragon","serpent, orb",,,,,,,,1
Dragonair,148,1,Kanto,dragon,,blue,,"Shed Skin, Marvel Scale",Dragon Pokémon,squiggle,waters-edge,level,Dratini,1,both,False,False,False,61,84,65,70,70,70,16.5,4.0,"water1, dragon",,"serpent, dragon","serpent, neck-orb",,,mystical,,,,,1
Dragonite,149,1,Kanto,dragon,flying,brown,,"Inner Focus, Multiscale",Dragon Pokémon,upright,waters-edge,level,Dratini,2,both,False,False,False,91,134,95,100,100,80,210.0,2.2,"water1, dragon",atk,dragon,"antennae, wings",hyper-beam,,,,,pseudo,,1
Mewtwo,150,1,Kanto,psychic,,purple,,"Pressure, Unnerve",Genetic Pokémon,upright,rare,none,Mewtwo,0,genderless,True,False,False,106,110,90,154,90,130,122.0,2.0,no-eggs,"fast, spatk, tanky",,psychic-power,,clone,,,,"legendary, mega",,1
Mew,151,1,Kanto,psychic,,pink,,Synchronize,New Species Pokémon,upright,rare,none,Mew,0,genderless,False,True,False,100,100,100,100,100,100,4.0,0.4,no-eggs,"fast, tanky",,"pink, clone-origin",,transform,,,,mythical,,1
Chikorita,152,2,Johto,grass,,green,,"Overgrow, Leaf Guard",Leaf Pokémon,quadruped,grassland,none,Chikorita,0,both,False,False,False,45,49,65,49,65,45,6.4,0.9,"monster, plant",,,,,,,,,,,0
Bayleef,153,2,Johto,grass,,green,,"Overgrow, Leaf Guard",Leaf Pokémon,quadruped,grassland,level,Chikorita,1,both,False,False,False,60,62,80,63,80,60,15.8,1.2,"monster, plant",,,,,,,,,,,0
Meganium,154,2,Johto,grass,,green,,"Overgrow, Leaf Guard",Herb Pokémon,quadruped,grassland,level,Chikorita,2,both,False,False,False,80,82,100,83,100,80,100.5,1.8,"monster, plant",,dinosaur,"petals, fangs",,,,,,starter,,1
Cyndaquil,155,2,Johto,fire,,yellow,,"Blaze, Flash Fire",Fire Mouse Pokémon,humanoid,grassland,none,Cyndaquil,0,both,False,False,False,39,52,43,60,50,65,7.9,0.5,ground,,,,,,,,,,,0
Quilava,156,2,Johto,fire,,yellow,,"Blaze, Flash Fire",Volcano Pokémon,quadruped,grassland,level,Cyndaquil,1,both,False,False,False,58,64,58,80,65,80,19.0,0.9,ground,,,,,,,,,,,0
Typhlosion,157,2,Johto,fire,,yellow,,"Blaze, Flash Fire",Volcano Pokémon,quadruped,grassland,level,Cyndaquil,2,both,False,False,False,78,84,78,109,85,100,79.5,1.7,ground,fast,,"flame-collar, badger",,,,,,starter,,1
Totodile,158,2,Johto,water,,blue,,"Torrent, Sheer Force",Big Jaw Pokémon,upright,waters-edge,none,Totodile,0,both,False,False,False,50,65,64,44,48,43,9.5,0.6,"monster, water1",,,,,,,,,,,0
Croconaw,159,2,Johto,water,,blue,,"Torrent, Sheer Force",Big Jaw Pokémon,upright,waters-edge,level,Totodile,1,both,False,False,False,65,80,80,59,63,58,25.0,1.1,"monster, water1",,,,,,,,,,,0
Feraligatr,160,2,Johto,water,,blue,,"Torrent, Sheer Force",Big Jaw Pokémon,upright,waters-edge,level,Totodile,2,both,False,False,False,85,105,100,79,83,78,88.8,2.3,"monster, water1",,"reptile, crocodile","jaws, fangs, gator",,,,,,starter,,1
Sentret,161,2,Johto,normal,,brown,,"Run Away, Keen Eye, Frisk",Scout Pokémon,quadruped,grassland,none,Sentret,0,both,False,False,False,35,46,34,35,45,20,6.0,0.8,ground,,,,,,,,,,,0
Furret,162,2,Johto,normal,,brown,,"Run Away, Keen Eye, Frisk",Long Body Pokémon,quadruped,grassland,level,Sentret,1,both,False,False,False,85,76,64,45,55,90,32.5,1.8,ground,,,,,,,,,,,0
Hoothoot,163,2,Johto,normal,flying,brown,,"Insomnia, Keen Eye, Tinted Lens",Owl Pokémon,wings,forest,none,Hoothoot,0,both,False,False,False,60,30,30,36,56,50,21.2,0.7,flying,,,,,,,,,,,0
Noctowl,164,2,Johto,normal,flying,brown,,"Insomnia, Keen Eye, Tinted Lens",Owl Pokémon,wings,forest,level,Hoothoot,1,both,False,False,False,100,50,50,86,96,70,40.8,1.6,flying,,,,,,,,,,,0
Ledyba,165,2,Johto,bug,flying,red,,"Swarm, Early Bird, Rattled",Five Star Pokémon,wings,forest,none,Ledyba,0,both,False,False,False,40,20,30,40,80,55,10.8,1.0,bug,,,,,,,,,,,0
Ledian,166,2,Johto,bug,flying,red,,"Swarm, Early Bird, Iron Fist",Five Star Pokémon,wings,forest,level,Ledyba,1,both,False,False,False,55,35,50,55,110,85,35.6,1.4,bug,,,,,,,,,,,0
Spinarak,167,2,Johto,bug,poison,green,,"Swarm, Insomnia, Sniper",String Spit Pokémon,armor,forest,none,Spinarak,0,both,False,False,False,40,60,40,40,40,30,8.5,0.5,bug,,,,,,,,,,,0
Ariados,168,2,Johto,bug,poison,red,,"Swarm, Insomnia, Sniper",Long Leg Pokémon,armor,forest,level,Spinarak,1,both,False,False,False,70,90,70,60,70,40,33.5,1.1,bug,,,,,,,,,,,0
Crobat,169,2,Johto,poison,flying,purple,,"Inner Focus, Infiltrator",Bat Pokémon,bug-wings,cave,friendship,Zubat,2,both,False,False,False,85,90,80,70,80,130,75.0,1.8,flying,fast,,,,,,,,,,0
Chinchou,170,2,Johto,water,electric,blue,,"Volt Absorb, Illuminate, Water Absorb",Angler Pokémon,fish,sea,none,Chinchou,0,both,False,False,False,75,38,38,56,56,67,12.0,0.5,water2,,,,,,,,,,,0
Lanturn,171,2,Johto,water,electric,blue,,"Volt Absorb, Illuminate, Water Absorb",Light Pokémon,fish,sea,level,Chinchou,1,both,False,False,False,125,58,58,76,76,67,22.5,1.2,water2,,,,,,,,,,,0
Pichu,172,2,Johto,electric,,yellow,,"Static, Lightning Rod",Tiny Mouse Pokémon,quadruped,forest,none,Pichu,0,both,False,False,True,20,40,15,35,35,60,2.0,0.3,no-eggs,light,,,,,,,,baby,,0
Cleffa,173,2,Johto,fairy,,pink,,"Cute Charm, Magic Guard, Friend Guard",Star Shape Pokémon,upright,mountain,none,Cleffa,0,both,False,False,True,50,25,28,45,55,15,3.0,0.3,no-eggs,light,,,,,,,,baby,,0
Igglybuff,174,2,Johto,normal,fairy,pink,,"Cute Charm, Competitive, Friend Guard",Balloon Pokémon,humanoid,grassland,none,Igglybuff,0,both,False,False,True,90,30,15,40,20,15,1.0,0.3,no-eggs,light,,,,,,,,baby,,0
Togepi,175,2,Johto,fairy,,white,,"Hustle, Serene Grace, Super Luck",Spike Ball Pokémon,humanoid,forest,none,Togepi,0,both,False,False,True,35,20,65,40,65,20,1.5,0.3,no-eggs,light,,,,,,,,baby,,0
Togetic,176,2,Johto,fairy,flying,white,,"Hustle, Serene Grace, Super Luck",Happiness Pokémon,humanoid,forest,friendship,Togepi,1,both,False,False,False,55,40,85,80,105,40,3.2,0.6,"flying, fairy",,,,,,,,,,,0
Natu,177,2,Johto,psychic,flying,green,,"Synchronize, Early Bird, Magic Bounce",Tiny Bird Pokémon,wings,forest,none,Natu,0,both,False,False,False,40,50,45,70,45,70,2.0,0.2,flying,light,,,,,,,,,,0
Xatu,178,2,Johto,psychic,flying,green,,"Synchronize, Early Bird, Magic Bounce",Mystic Pokémon,wings,forest,level,Natu,1,both,False,False,False,65,75,70,95,70,95,15.0,1.5,flying,,,,,,,,,,,0
Mareep,179,2,Johto,electric,,white,,"Static, Plus",Wool Pokémon,quadruped,grassland,none,Mareep,0,both,False,False,False,55,40,40,65,45,35,7.8,0.6,"monster, ground",,,,,,,,,,,0
Flaaffy,180,2,Johto,electric,,pink,,"Static, Plus",Wool Pokémon,upright,grassland,level,Mareep,1,both,False,False,False,70,55,55,80,60,45,13.3,0.8,"monster, ground",,,,,,,,,,,0
Ampharos,181,2,Johto,electric,,yellow,,"Static, Plus",Light Pokémon,upright,grassland,level,Mareep,2,both,False,False,False,90,75,85,115,90,55,61.5,1.4,"monster, ground",,,"tail-orb, beacon, sheep",,,,,,mega,,1
Bellossom,182,2,Johto,grass,,green,,"Chlorophyll, Healer",Flower Pokémon,humanoid,grassland,stone,Oddish,2,both,False,False,False,75,80,95,90,100,50,5.8,0.4,plant,,,"petals, hula, flower",,,,,,,,1
Marill,183,2,Johto,water,fairy,blue,,"Thick Fat, Huge Power, Sap Sipper",Aqua Mouse Pokémon,upright,waters-edge,friendship,Azurill,1,both,False,False,False,70,20,50,20,50,40,8.5,0.4,"water1, fairy",,,,,,,,,,,0
Azumarill,184,2,Johto,water,fairy,blue,,"Thick Fat, Huge Power, Sap Sipper",Aqua Rabbit Pokémon,upright,waters-edge,level,Azurill,2,both,False,False,False,100,50,80,60,80,50,28.5,0.8,"water1, fairy",,,,,,,,,,,0
Sudowoodo,185,2,Johto,rock,,brown,,"Sturdy, Rock Head, Rattled",Imitation Pokémon,humanoid,forest,level,Bonsly,1,both,False,False,False,70,100,115,30,65,30,38.0,1.2,mineral,tanky,,,,,,,,,,0
Politoed,186,2,Johto,water,,green,,"Water Absorb, Damp, Drizzle",Frog Pokémon,humanoid,waters-edge,trade,Poliwag,2,both,False,False,False,90,75,75,90,100,70,33.9,1.1,water1,,,,,,,,,,,0
Hoppip,187,2,Johto,grass,flying,pink,,"Chlorophyll, Leaf Guard, Infiltrator",Cottonweed Pokémon,upright,grassland,none,Hoppip,0,both,False,False,False,35,35,40,35,55,50,0.5,0.4,"fairy, plant",light,,,,,,,,,,0
Skiploom,188,2,Johto,grass,flying,green,,"Chlorophyll, Leaf Guard, Infiltrator",Cottonweed Pokémon,upright,grassland,level,Hoppip,1,both,False,False,False,55,45,50,45,65,80,1.0,0.6,"fairy, plant",light,,,,,,,,,,0
Jumpluff,189,2,Johto,grass,flying,blue,,"Chlorophyll, Leaf Guard, Infiltrator",Cottonweed Pokémon,upright,grassland,level,Hoppip,2,both,False,False,False,75,55,70,55,95,110,3.0,0.8,"fairy, plant","fast, light",,,,,,,,,,0
Aipom,190,2,Johto,normal,,purple,,"Run Away, Pickup, Skill Link",Long Tail Pokémon,upright,forest,none,Aipom,0,both,False,False,False,55,70,55,40,55,85,11.5,0.8,ground,,,,,,,,,,,0
Sunkern,191,2,Johto,grass,,yellow,,"Chlorophyll, Solar Power, Early Bird",Seed Pokémon,ball,grassland,none,Sunkern,0,both,False,False,False,30,30,30,30,30,30,1.8,0.3,plant,light,,,,,,,,,,0
Sunflora,192,2,Johto,grass,,yellow,,"Chlorophyll, Solar Power, Early Bird",Sun Pokémon,humanoid,grassland,stone,Sunkern,1,both,False,False,False,75,75,55,105,85,30,8.5,0.8,plant,,,,,,,,,,,0
Yanma,193,2,Johto,bug,flying,red,,"Speed Boost, Compound Eyes, Frisk",Clear Wing Pokémon,bug-wings,forest,none,Yanma,0,both,False,False,False,65,65,45,75,45,95,38.0,1.2,bug,,,,,,,,,,,0
Wooper,194,2,Johto,water,ground,blue,,"Damp, Water Absorb, Unaware",Water Fish Pokémon,legs,waters-edge,none,Wooper,0,both,False,False,False,55,45,45,25,25,15,8.5,0.4,"water1, ground",,,,,,,,,,,0
Quagsire,195,2,Johto,water,ground,blue,,"Damp, Water Absorb, Unaware",Water Fish Pokémon,upright,waters-edge,level,Wooper,1,both,False,False,False,95,85,85,65,65,35,75.0,1.4,"water1, ground",,,,,,,,,,,0
Espeon,196,2,Johto,psychic,,purple,,"Synchronize, Magic Bounce",Sun Pokémon,quadruped,urban,friendship,Eevee,1,both,False,False,False,65,65,60,130,95,110,26.5,0.9,ground,"fast, spatk",,"forehead-gem, fork-tail",,,,,,eeveelution,,1
Umbreon,197,2,Johto,dark,,black,,"Synchronize, Inner Focus",Moonlight Pokémon,quadruped,urban,friendship,Eevee,1,both,False,False,False,95,65,110,60,130,65,27.0,1.0,ground,tanky,,"rings, glow",,,,,,eeveelution,,1
Murkrow,198,2,Johto,dark,flying,black,,"Insomnia, Super Luck, Prankster",Darkness Pokémon,wings,forest,none,Murkrow,0,both,False,False,False,60,85,42,85,42,91,2.1,0.5,flying,light,,,,,,,,,,0
Slowking,199,2,Johto,water,psychic,pink,,"Oblivious, Own Tempo, Regenerator",Royal Pokémon,upright,waters-edge,stone,Slowpoke,1,both,False,False,False,95,75,80,100,110,30,79.5,2.0,"monster, water1",,,,,,,,,,,0
Misdreavus,200,2,Johto,ghost,,gray,,Levitate,Screech Pokémon,ball,cave,none,Misdreavus,0,both,False,False,False,60,60,60,85,85,85,1.0,0.7,indeterminate,light,,,,,,,,,,0
Unown,201,2,Johto,psychic,,black,,Levitate,Symbol Pokémon,ball,rare,none,Unown,0,genderless,False,False,False,48,72,48,72,48,48,5.0,0.5,no-eggs,,,,,,,,,,,0
Wobbuffet,202,2,Johto,psychic,,blue,,"Shadow Tag, Telepathy",Patient Pokémon,blob,cave,level,Wynaut,1,both,False,False,False,190,33,58,33,58,33,28.5,1.3,indeterminate,,,,,,,,,,,0
Girafarig,203,2,Johto,normal,psychic,yellow,,"Inner Focus, Early Bird, Sap Sipper",Long Neck Pokémon,quadruped,grassland,none,Girafarig,0,both,False,False,False,70,80,65,90,65,85,41.5,1.5,ground,,,,,,,,,,,0
Pineco,204,2,Johto,bug,,gray,,"Sturdy, Overcoat",Bagworm Pokémon,ball,forest,none,Pineco,0,both,False,False,False,50,65,90,35,35,15,7.2,0.6,bug,,,,,,,,,,,0
Forretress,205,2,Johto,bug,steel,purple,,"Sturdy, Overcoat",Bagworm Pokémon,ball,forest,level,Pineco,1,both,False,False,False,75,90,140,60,60,40,125.8,1.2,bug,tanky,,,,,,,,,,0
Dunsparce,206,2,Johto,normal,,yellow,,"Serene Grace, Run Away, Rattled",Land Snake Pokémon,squiggle,cave,none,Dunsparce,0,both,False,False,False,100,70,70,65,65,45,14.0,1.5,ground,,,,,,,,,,,0
Gligar,207,2,Johto,ground,flying,purple,,"Hyper Cutter, Sand Veil, Immunity",Fly Scorpion Pokémon,wings,mountain,none,Gligar,0,both,False,False,False,65,75,105,35,65,85,64.8,1.1,bug,,,,,,,,,,,0
